time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-07T17:32:53.420Z,11.9773,-86.7785,65.46,4.6,mb,,123,0.546,0.75,us,us2000i848,2018-11-07T21:56:28.040Z,"29km W of Carlos Fonseca Amador, Nicaragua",earthquake,6.5,8.2,0.05,120,reviewed,us,us
2018-11-07T17:27:47.930Z,44.1221,82.5216,10,4.5,mb,,59,2.676,0.92,us,us2000i841,2018-11-07T21:12:37.040Z,"105km ENE of Yining Xian, China",earthquake,8.2,1.9,0.091,36,reviewed,us,us
2018-11-07T17:26:47.330Z,52.0763333,-176.1373333,-0.23,-0.71,ml,5,128,0.02235,0.07,av,av61813736,2018-11-07T23:35:34.020Z,"41km ENE of Adak, Alaska",earthquake,0.33,0.25,0.187,4,reviewed,av,av
2018-11-07T17:21:23.000Z,35.6695,-121.089,6.55,1.09,md,24,129,0.1537,0.05,nc,nc73108111,2018-11-08T03:09:56.814Z,"10km ENE of San Simeon, CA",earthquake,0.15,0.97,0.218,8,reviewed,nc,nc
2018-11-07T17:14:45.482Z,37.1386,-116.2792,8.2,0,ml,24,80,0.034,0.1488,nn,nn00664616,2018-11-08T02:04:37.702Z,"49km ENE of Beatty, Nevada",earthquake,,1,0.41,16,reviewed,nn,nn
2018-11-07T17:11:22.240Z,52.0763333,-176.1401667,-0.17,-0.19,ml,5,126,0.02195,0.13,av,av61813721,2018-11-07T23:33:23.850Z,"41km ENE of Adak, Alaska",earthquake,0.41,0.34,0.377,5,reviewed,av,av
2018-11-07T17:10:36.000Z,33.515,-116.5035,12.71,0.65,ml,24,109,0.04821,0.18,ci,ci38353008,2018-11-07T18:17:59.978Z,"16km ESE of Anza, CA",earthquake,0.41,0.64,0.078,18,reviewed,ci,ci
2018-11-07T17:05:08.050Z,36.6756667,-121.3065,5.39,1.48,md,23,106,0.06501,0.07,nc,nc73108106,2018-11-08T02:40:03.821Z,"13km S of Tres Pinos, CA",earthquake,0.22,0.99,0.286,21,reviewed,nc,nc
2018-11-07T16:52:29.245Z,57.4699,-156.3938,108.3,2.8,ml,,,,0.76,ak,ak20334525,2018-11-07T17:05:55.578Z,"136km S of King Salmon, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-11-07T16:51:56.299Z,55.0022,-160.404,7.1,3.3,ml,,,,0.95,ak,ak20334524,2018-11-07T21:23:14.559Z,"37km S of Sand Point, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2018-11-07T16:48:19.348Z,38.3774,-118.8887,10.8,0.9,ml,6,174,0.327,0.0914,nn,nn00664670,2018-11-08T02:05:23.682Z,"28km SW of Hawthorne, Nevada",earthquake,,10.1,0,1,reviewed,nn,nn
2018-11-07T16:36:06.710Z,36.0566667,-117.5956667,4,-0.14,ml,8,92,0.08643,0.09,ci,ci38352960,2018-11-07T20:35:06.298Z,"31km ENE of Little Lake, CA",earthquake,0.23,0.65,0.189,4,reviewed,ci,ci
2018-11-07T16:27:11.755Z,38.2983,-118.7396,6.9,0.2,ml,4,283,0.19,0.0255,nn,nn00664669,2018-11-08T02:05:22.219Z,"27km SSW of Hawthorne, Nevada",earthquake,,19.8,0.33,2,reviewed,nn,nn
2018-11-07T16:21:09.491Z,38.2985,-118.7378,8.1,0.3,ml,4,282.64,0.189,0.0311,nn,nn00664668,2018-11-08T02:05:20.838Z,"26km SSW of Hawthorne, Nevada",earthquake,,24.6,0.02,2,reviewed,nn,nn
2018-11-07T16:01:22.250Z,33.2288333,-116.7353333,11.55,0.99,ml,42,30,0.07954,0.17,ci,ci38352920,2018-11-07T18:19:28.950Z,"3km ESE of Lake Henshaw, CA",earthquake,0.22,0.65,0.141,26,reviewed,ci,ci
2018-11-07T15:53:57.040Z,36.6853333,-121.3276667,5.2,0.97,md,14,149,0.07505,0.09,nc,nc73108101,2018-11-07T19:15:03.843Z,"12km S of Tres Pinos, CA",earthquake,0.46,1.55,0.31,12,reviewed,nc,nc
2018-11-07T15:52:49.223Z,36.6472,-115.986,6.1,0,ml,6,234.46,0.024,0.1159,nn,nn00664667,2018-11-08T02:05:19.506Z,"48km N of Pahrump, Nevada",earthquake,,2.9,0.09,2,reviewed,nn,nn
2018-11-07T15:47:47.440Z,33.5026667,-116.796,2.56,0.4,ml,14,106,0.01034,0.07,ci,ci38352912,2018-11-07T20:08:57.971Z,"9km NE of Aguanga, CA",earthquake,0.2,0.12,0.14,8,reviewed,ci,ci
2018-11-07T15:46:04.398Z,37.1739,-117.2698,8.7,0.1,ml,6,172.5,0.27,0.1063,nn,nn00664666,2018-11-08T02:05:18.070Z,"54km WNW of Beatty, Nevada",earthquake,,10,0.38,3,reviewed,nn,nn
2018-11-07T15:41:05.050Z,33.6153333,-115.9516667,7.84,0.97,ml,21,105,0.05103,0.12,ci,ci38352904,2018-11-07T20:04:38.381Z,"10km N of North Shore, CA",earthquake,0.29,0.45,0.203,23,reviewed,ci,ci
2018-11-07T15:39:18.196Z,38.2966,-118.7394,7.7,0.2,ml,4,283.32,0.19,0.0228,nn,nn00664665,2018-11-08T02:05:16.578Z,"27km SSW of Hawthorne, Nevada",earthquake,,19.9,0,1,reviewed,nn,nn
2018-11-07T15:28:08.128Z,37.9438,-116.1333,6.4,0.3,ml,8,189.76,0.592,0.281,nn,nn00664664,2018-11-08T02:05:15.228Z,"34km SE of Warm Springs, Nevada",earthquake,,10.5,0.5,5,reviewed,nn,nn
2018-11-07T15:22:21.830Z,38.8338333,-122.8778333,1.78,1.34,md,39,63,0.006203,0.04,nc,nc73108096,2018-11-08T02:56:02.914Z,"12km WNW of The Geysers, CA",earthquake,0.16,0.19,0.152,9,reviewed,nc,nc
2018-11-07T15:12:31.640Z,18.1503,-68.0536,94,2.94,md,8,197,0.4895,0.33,pr,pr2018311002,2018-11-07T18:23:33.390Z,"60km SE of Punta Cana, Dominican Republic",earthquake,3.7,1.84,0.3,7,reviewed,pr,pr
2018-11-07T14:52:05.870Z,33.4871667,-116.7805,4.89,0.17,ml,22,71,0.03012,0.13,ci,ci38352864,2018-11-07T20:23:00.229Z,"9km ENE of Aguanga, CA",earthquake,0.23,0.64,0.08,7,reviewed,ci,ci
2018-11-07T14:50:52.544Z,60.4312,-147.4482,11.6,1.8,ml,,,,0.66,ak,ak20334444,2018-11-07T14:56:19.449Z,"77km ESE of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-07T14:45:16.930Z,63.5999,-150.6914,10.5,1.5,ml,,,,0.48,ak,ak20334443,2018-11-07T14:48:25.390Z,"89km WSW of Healy, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-07T14:41:24.280Z,46.8981667,-112.5186667,13.67,1.69,ml,11,110,0.11,0.13,mb,mb80322319,2018-11-07T15:29:52.830Z,"13km ESE of Lincoln, Montana",earthquake,0.43,0.55,0.041,2,reviewed,mb,mb
2018-11-07T14:34:58.970Z,38.786,-122.7621667,0.6,1.23,md,33,61,0.01551,0.08,nc,nc73108086,2018-11-08T02:02:02.586Z,"1km NNW of The Geysers, CA",earthquake,0.16,0.34,0.097,8,reviewed,nc,nc
2018-11-07T14:31:45.808Z,37.1714,-117.4003,12.7,-0.4,ml,3,165.18,0.205,0.0001,nn,nn00664662,2018-11-08T02:05:13.784Z,"61km SSW of Goldfield, Nevada",earthquake,,30.5,0.33,2,reviewed,nn,nn
2018-11-07T14:20:01.230Z,33.499,-116.5118333,13.73,1.17,ml,64,60,0.0605,0.18,ci,ci38352848,2018-11-07T20:09:36.770Z,"16km ESE of Anza, CA",earthquake,0.15,0.25,0.148,35,reviewed,ci,ci
2018-11-07T14:13:11.430Z,33.5005,-116.505,13.93,1.03,ml,46,73,0.06086,0.13,ci,ci38352840,2018-11-07T19:28:10.960Z,"17km ESE of Anza, CA",earthquake,0.17,0.26,0.13,23,reviewed,ci,ci
2018-11-07T14:12:30.280Z,33.5036667,-116.4973333,13.85,0.55,ml,23,131,0.06061,0.17,ci,ci38352832,2018-11-07T14:27:04.414Z,"17km ESE of Anza, CA",earthquake,0.42,0.65,0.162,14,reviewed,ci,ci
2018-11-07T14:10:53.161Z,38.2825,-118.7158,12.3,0.1,ml,4,322.05,0.169,0.08,nn,nn00664661,2018-11-08T02:05:11.683Z,"28km SSW of Hawthorne, Nevada",earthquake,,11.1,0,1,reviewed,nn,nn
2018-11-07T13:59:38.575Z,36.614,-116.2424,5.9,0.1,ml,18,113.19,0.103,0.1404,nn,nn00664609,2018-11-08T02:04:35.750Z,"50km NNW of Pahrump, Nevada",earthquake,,2.1,0.42,11,reviewed,nn,nn
2018-11-07T13:43:10.600Z,37.661,-118.94,2.2,0.27,md,17,101,0.005037,0.04,nc,nc73108051,2018-11-07T17:59:48.246Z,"4km NE of Mammoth Lakes, CA",earthquake,0.64,0.66,0.196,16,reviewed,nc,nc
2018-11-07T13:40:57.318Z,60.2395,-152.3429,91.2,1.9,ml,,,,0.63,ak,ak20334437,2018-11-07T13:45:15.174Z,"35km SE of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-07T13:35:46.600Z,53.7903333,-166.63,13.28,-0.27,ml,4,223,0.07238,0.19,av,av70810244,2018-11-07T23:08:44.160Z,"11km SSW of Unalaska, Alaska",earthquake,1.37,1.56,0.222,4,reviewed,av,av
2018-11-07T13:32:53.430Z,33.9498333,-116.7355,9.82,0.71,ml,22,74,0.1042,0.16,ci,ci38352816,2018-11-07T14:04:18.756Z,"6km NE of Cabazon, CA",earthquake,0.3,0.68,0.152,14,reviewed,ci,ci
2018-11-07T13:32:34.150Z,19.166666,-155.4671631,29.37,1.8,md,41,94,0.01217,0.23,hv,hv70677586,2018-11-07T13:36:07.370Z,"4km SSE of Pahala, Hawaii",earthquake,0.65,1.18,0.17,3,automatic,hv,hv
2018-11-07T13:25:07.940Z,33.5065,-116.4995,13.92,0.6,ml,24,89,0.05727,0.13,ci,ci38352784,2018-11-07T14:04:19.756Z,"17km ESE of Anza, CA",earthquake,0.27,0.44,0.103,18,reviewed,ci,ci
2018-11-07T13:17:38.992Z,37.1491,-117.2472,12.3,-0.3,ml,5,315.9,0.24,0.1258,nn,nn00664660,2018-11-08T02:05:10.328Z,"50km WNW of Beatty, Nevada",earthquake,,11.5,0.58,4,reviewed,nn,nn
2018-11-07T13:15:22.670Z,33.512,-116.7921667,2.6,0.01,ml,14,138,0.006847,0.1,ci,ci38352776,2018-11-07T17:47:43.794Z,"10km NE of Aguanga, CA",earthquake,0.26,0.14,,2,reviewed,ci,ci
2018-11-07T13:04:12.790Z,19.3753338,-155.0436707,1.88,1.92,ml,43,168,0.04008,0.29,hv,hv70677561,2018-11-07T13:09:57.100Z,"15km SSE of Fern Acres, Hawaii",earthquake,0.66,0.48,0.22,5,automatic,hv,hv
2018-11-07T12:59:26.354Z,61.0286,-151.8409,97.5,1.9,ml,,,,0.61,ak,ak20334368,2018-11-07T13:03:04.387Z,"48km NW of Nikiski, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-11-07T12:57:48.100Z,-55.6743,-26.8676,10,4.7,mb,,81,5.713,0.71,us,us2000i7zw,2018-11-07T13:17:56.040Z,"116km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,7.2,1.9,0.089,38,reviewed,us,us
2018-11-07T12:56:04.364Z,39.6345,-119.841,3.4,0.3,ml,5,183.81,0.056,0.1793,nn,nn00664659,2018-11-08T02:05:09.059Z,"0km SE of Lemmon Valley, Nevada",earthquake,,13.9,0.63,3,reviewed,nn,nn
2018-11-07T12:54:35.380Z,33.5093333,-116.5076667,13.08,0.18,ml,14,183,0.05184,0.11,ci,ci37200284,2018-11-07T19:03:14.832Z,"16km ESE of Anza, CA",earthquake,0.53,0.68,0.135,3,reviewed,ci,ci
2018-11-07T12:54:06.150Z,34.0205,-116.7443333,12.68,0.41,ml,14,108,0.05468,0.11,ci,ci38352768,2018-11-07T19:00:14.247Z,"12km NNE of Cabazon, CA",earthquake,0.35,0.65,0.146,5,reviewed,ci,ci
2018-11-07T12:43:16.740Z,33.494,-116.7961667,3.88,0.3,ml,23,62,0.01865,0.11,ci,ci38352760,2018-11-07T18:56:58.223Z,"9km NE of Aguanga, CA",earthquake,0.21,0.32,0.072,7,reviewed,ci,ci
2018-11-07T12:40:51.160Z,33.9886667,-116.9336667,7.52,0.74,ml,27,118,0.07761,0.13,ci,ci38352752,2018-11-07T18:54:52.214Z,"8km NNE of Beaumont, CA",earthquake,0.23,0.64,0.286,17,reviewed,ci,ci
2018-11-07T12:26:39.646Z,59.8448,-153.0718,93.8,2.4,ml,,,,0.65,ak,ak20334360,2018-11-07T12:45:28.040Z,"70km W of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-07T12:14:01.406Z,40.0173,-117.8702,2.5,1.9,ml,9,86.38,0.646,0.0994,nn,nn00664606,2018-11-08T02:04:33.536Z,"54km ESE of Lovelock, Nevada",earthquake,,7.4,0.15,4,reviewed,nn,nn
2018-11-07T12:13:34.750Z,33.3046667,-116.2785,8.64,0.88,ml,42,138,0.07742,0.17,ci,ci38352720,2018-11-07T18:34:11.094Z,"10km ENE of Borrego Springs, CA",earthquake,0.26,0.6,0.111,20,reviewed,ci,ci
2018-11-07T11:55:00.100Z,46.9515,-113.3353333,7.33,0.47,ml,4,131,0.068,0.01,mb,mb80322389,2018-11-07T19:15:44.930Z,"27km SSE of Seeley Lake, Montana",earthquake,0.62,1.41,,0,reviewed,mb,mb
2018-11-07T11:54:44.450Z,35.8846667,-120.3096667,9.2,1.16,md,35,179,0.05504,0.06,nc,nc73107981,2018-11-07T21:26:02.615Z,"11km E of Parkfield, CA",earthquake,0.41,0.3,0.141,15,reviewed,nc,nc
2018-11-07T11:50:55.040Z,52.0378333,-176.1081667,-1.8,-0.96,ml,5,151,0.02929,0.17,av,av70810239,2018-11-07T23:04:58.950Z,"41km ENE of Adak, Alaska",earthquake,0.4,1.67,0.31,4,reviewed,av,av
2018-11-07T11:46:29.210Z,52.0328333,-176.1153333,-1.76,-0.79,ml,4,159,0.02936,0.31,av,av70810234,2018-11-07T22:59:36.490Z,"41km ENE of Adak, Alaska",earthquake,1,2.68,0.314,3,reviewed,av,av
2018-11-07T11:35:26.230Z,48.068,-27.7808,10,4.7,mb,,110,10.43,0.38,us,us2000i7yv,2018-11-07T13:27:08.040Z,"Northern Mid-Atlantic Ridge",earthquake,11.6,1.9,0.05,122,reviewed,us,us
2018-11-07T11:32:12.370Z,33.503,-116.4996667,14.18,0.54,ml,22,102,0.06033,0.12,ci,ci38352696,2018-11-07T14:05:03.760Z,"17km ESE of Anza, CA",earthquake,0.3,0.47,0.123,13,reviewed,ci,ci
2018-11-07T11:31:59.281Z,62.2041,-145.569,4.3,1.7,ml,,,,1.22,ak,ak20334355,2018-11-07T11:38:13.493Z,"10km N of Glennallen, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-07T11:23:22.650Z,33.4908333,-116.7925,4.17,0.28,ml,13,108,0.0875,0.08,ci,ci38352688,2018-11-07T14:05:18.763Z,"9km NE of Aguanga, CA",earthquake,0.2,0.46,0.121,6,reviewed,ci,ci
2018-11-07T11:19:18.820Z,37.6393333,-118.9313333,5.47,0.37,md,21,72,0.02555,0.04,nc,nc73107971,2018-11-07T20:16:04.209Z,"4km E of Mammoth Lakes, CA",earthquake,0.44,0.59,0.191,18,reviewed,nc,nc
2018-11-07T11:17:41.550Z,33.5146667,-116.7993333,4.58,-0.02,ml,21,58,0.002443,0.12,ci,ci38352680,2018-11-07T18:20:44.015Z,"10km NE of Aguanga, CA",earthquake,0.21,0.37,0.039,4,reviewed,ci,ci
2018-11-07T11:15:30.350Z,52.0455,-176.127,2.96,-0.7,ml,4,120,0.01537,0.06,av,av70810229,2018-11-07T22:56:55.150Z,"40km ENE of Adak, Alaska",earthquake,0.49,0.71,0.297,4,reviewed,av,av
2018-11-07T11:10:57.380Z,37.639,-118.9303333,5.79,0.55,md,23,65,0.02513,0.04,nc,nc73107966,2018-11-07T18:34:02.478Z,"4km E of Mammoth Lakes, CA",earthquake,0.34,0.41,0.332,20,reviewed,nc,nc
2018-11-07T11:02:43.860Z,52.0411667,-176.1353333,2.86,-0.54,ml,4,123,0.01538,0.16,av,av70810219,2018-11-07T22:45:17.020Z,"40km ENE of Adak, Alaska",earthquake,0.73,1.27,0.39,4,reviewed,av,av
2018-11-07T10:59:45.950Z,47.5911667,-113.6775,12.57,-0.43,md,4,289,0.233,0.03,mb,mb80322384,2018-11-07T19:05:05.700Z,"32km ENE of Ronan, Montana",earthquake,1.29,1.98,,1,reviewed,mb,mb
2018-11-07T10:55:29.320Z,58.2355,-155.188,10.42,-1.28,ml,5,205,0.007253,0.29,av,av61813571,2018-11-07T21:56:43.780Z,"99km ESE of King Salmon, Alaska",earthquake,2.91,1.89,0.322,5,reviewed,av,av
2018-11-07T10:55:13.810Z,20.1116667,-156.1241667,31.76,2.26,md,34,177,0.2224,0.13,hv,hv70677446,2018-11-07T19:34:23.190Z,"33km WSW of Hawi, Hawaii",earthquake,0.53,1.41,0.072,17,reviewed,hv,hv
2018-11-07T10:49:11.000Z,45.8541667,-111.3651667,3.84,0.82,ml,8,112,0.315,0.08,mb,mb80322459,2018-11-07T22:44:44.970Z,"2km W of Manhattan, Montana",earthquake,0.5,7.95,0.057,3,reviewed,mb,mb
2018-11-07T10:46:49.750Z,33.5133333,-116.798,3.8,0.13,ml,21,57,0.002186,0.1,ci,ci38352672,2018-11-07T18:11:14.955Z,"10km NE of Aguanga, CA",earthquake,0.17,0.32,0.033,5,reviewed,ci,ci
2018-11-07T10:40:48.310Z,48.0963333,-114.2145,6.11,0.84,ml,6,271,0.132,0.05,mb,mb80322379,2018-11-07T19:02:25.560Z,"1km NNE of Somers, Montana",earthquake,1.28,1.89,0.333,2,reviewed,mb,mb
2018-11-07T10:34:29.510Z,61.028,-152.3061667,11.99,0.68,ml,13,162,0.169,0.14,av,av70810214,2018-11-07T22:30:31.820Z,"64km NNE of Redoubt Volcano, Alaska",earthquake,0.72,1.37,0.324,13,reviewed,av,av
2018-11-07T10:26:20.250Z,33.5015,-116.4986667,14.22,0.12,ml,19,91,0.06204,0.12,ci,ci38352664,2018-11-07T18:06:07.920Z,"17km ESE of Anza, CA",earthquake,0.28,0.51,0.069,6,reviewed,ci,ci
2018-11-07T10:21:33.570Z,12.9818,-90.5422,10,4.7,mb,,140,1.455,0.85,us,us2000i7xq,2018-11-07T10:48:40.040Z,"102km SW of Acajutla, El Salvador",earthquake,6.1,1.9,0.029,371,reviewed,us,us
2018-11-07T10:17:12.790Z,33.5135,-116.7923333,4.08,0.29,ml,15,73,0.006792,0.13,ci,ci38352656,2018-11-07T14:05:32.765Z,"10km NE of Aguanga, CA",earthquake,0.28,0.44,0.126,6,reviewed,ci,ci
2018-11-07T10:13:40.630Z,37.1181667,-122.334,9.69,1.91,md,49,199,0.08088,0.11,nc,nc73107936,2018-11-08T03:24:03.070Z,"18km WNW of Bonny Doon, CA",earthquake,0.26,0.37,0.113,47,reviewed,nc,nc
2018-11-07T10:12:08.888Z,61.0213,-152.3852,5.9,2.7,ml,,,,0.73,ak,ak20334334,2018-11-07T22:12:37.260Z,"62km NNE of Redoubt Volcano, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-07T10:12:07.230Z,38.838665,-122.828331,2.14,0.88,md,15,134,0.005589,0.01,nc,nc73107931,2018-11-07T10:32:03.023Z,"9km NW of The Geysers, CA",earthquake,0.33,0.48,0.1,3,automatic,nc,nc
2018-11-07T10:05:37.560Z,46.8636667,-112.521,15.75,0.8,ml,7,101,0.13,0.05,mb,mb80322454,2018-11-07T22:40:08.350Z,"15km SE of Lincoln, Montana",earthquake,0.42,1.06,0.07,2,reviewed,mb,mb
2018-11-07T09:57:23.390Z,33.5068333,-116.5028333,13.93,0.65,ml,25,88,0.05574,0.16,ci,ci38352648,2018-11-07T14:05:50.970Z,"17km ESE of Anza, CA",earthquake,0.31,0.5,0.148,18,reviewed,ci,ci
2018-11-07T09:53:35.930Z,19.1499996,-155.4773407,31.93,1.82,md,39,166,0.1152,0.13,hv,hv70677396,2018-11-07T09:56:50.550Z,"6km S of Pahala, Hawaii",earthquake,0.65,1,0.19,6,automatic,hv,hv
2018-11-07T09:53:17.920Z,36.1515,-118.0688333,1.65,1.71,ml,21,109,0.1765,0.18,ci,ci38352640,2018-11-07T14:06:03.454Z,"16km SSW of Olancha, CA",earthquake,0.32,1.3,0.233,25,reviewed,ci,ci
2018-11-07T09:42:28.800Z,-2.9266,119.3907,26.43,5.3,mww,,40,2.104,1.06,us,us2000i7x0,2018-11-07T17:48:31.040Z,"2km NE of Mamasa, Indonesia",earthquake,6.1,3.7,0.073,18,reviewed,us,us
2018-11-07T09:40:48.710Z,33.5133333,-116.7938333,4.02,0.46,ml,21,49,0.005529,0.15,ci,ci38352632,2018-11-07T14:07:12.770Z,"10km NE of Aguanga, CA",earthquake,0.21,0.57,0.112,11,reviewed,ci,ci
2018-11-07T09:40:01.802Z,37.1629,-117.3748,10.7,-0.1,ml,8,163.86,0.227,0.0955,nn,nn00664657,2018-11-08T02:05:06.174Z,"61km WNW of Beatty, Nevada",earthquake,,5.5,0.24,5,reviewed,nn,nn
2018-11-07T09:37:21.150Z,18.3251,-68.28,82,2.96,md,8,228,0.2143,0.55,pr,pr2018311001,2018-11-07T11:48:02.572Z,"31km SSE of Punta Cana, Dominican Republic",earthquake,6.12,5.01,0.35,6,reviewed,pr,pr
2018-11-07T09:37:00.620Z,34.972,-118.72,6.97,1.19,ml,20,55,0.05844,0.1,ci,ci38352624,2018-11-07T18:01:04.892Z,"19km E of Grapevine, CA",earthquake,0.19,0.33,0.195,17,reviewed,ci,ci
2018-11-07T09:25:53.580Z,35.8913345,-120.3133316,6.99,1.81,md,26,175,0.04489,0.15,nc,nc73107896,2018-11-07T11:47:02.484Z,"11km E of Parkfield, CA",earthquake,0.69,0.65,0.22,10,automatic,nc,nc
2018-11-07T09:25:51.130Z,42.3696666666667,-121.934,12.45,1.98,ml,10,99,,0.23,uw,uw61502791,2018-11-07T16:46:21.330Z,"20km NW of Klamath Falls, Oregon",earthquake,0.52,2.63,0.15108523891132,9,reviewed,uw,uw
2018-11-07T09:21:41.408Z,60.1673,-140.9961,11.4,1.4,ml,,,,0.88,ak,ak20334266,2018-11-07T09:27:41.020Z,"80km E of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-07T09:19:46.760Z,33.5,-116.778,3.59,0.57,ml,32,32,0.02238,0.12,ci,ci38352608,2018-11-07T17:58:35.550Z,"10km NE of Aguanga, CA",earthquake,0.15,0.34,0.094,15,reviewed,ci,ci
2018-11-07T09:12:30.795Z,61.1211,-159.1424,14.8,1.7,ml,,,,0.7,ak,ak20334262,2018-11-07T09:16:04.983Z,"124km SSE of Holy Cross, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-07T09:12:15.630Z,35.8875,-120.3106667,7.87,0.77,md,21,176,0.04928,0.05,nc,nc73107891,2018-11-08T01:47:02.492Z,"11km E of Parkfield, CA",earthquake,0.85,0.84,0.033,7,reviewed,nc,nc
2018-11-07T09:10:58.057Z,62.8776,-149.6242,82.5,1.4,ml,,,,0.38,ak,ak20334260,2018-11-07T09:13:53.758Z,"66km NNE of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2018-11-07T09:08:57.780Z,33.5228333,-116.803,2.13,0.14,ml,18,70,0.01067,0.15,ci,ci38352600,2018-11-07T14:06:24.224Z,"11km NNE of Aguanga, CA",earthquake,0.32,0.45,0.126,4,reviewed,ci,ci
2018-11-07T09:05:44.520Z,33.5166667,-116.7958333,3.76,0.25,ml,16,70,0.00571,0.11,ci,ci38352592,2018-11-07T14:06:42.107Z,"10km NE of Aguanga, CA",earthquake,0.22,0.61,0.081,5,reviewed,ci,ci
2018-11-07T09:05:20.420Z,33.4906667,-116.7906667,4.33,0.32,ml,22,97,0.02311,0.1,ci,ci38352584,2018-11-07T18:03:20.902Z,"9km NE of Aguanga, CA",earthquake,0.16,0.23,0.121,9,reviewed,ci,ci
2018-11-07T09:04:03.410Z,33.4878333,-116.7891667,5.01,0.06,ml,17,107,0.0262,0.08,ci,ci38352576,2018-11-07T18:08:38.983Z,"9km NE of Aguanga, CA",earthquake,0.2,0.4,0.036,8,reviewed,ci,ci
2018-11-07T08:59:30.400Z,18.0015,-68.4425,76,3.17,md,12,246,0.516,0.53,pr,pr2018311000,2018-11-07T11:47:37.348Z,"45km SSE of Boca de Yuma, Dominican Republic",earthquake,6.22,6.21,0.35,8,reviewed,pr,pr
2018-11-07T08:59:30.150Z,33.1555,-115.737,5.56,1.17,ml,33,62,0.08176,0.19,ci,ci38352568,2018-11-07T18:16:18.670Z,"17km NW of Westmorland, CA",earthquake,0.27,0.62,0.152,19,reviewed,ci,ci
2018-11-07T08:58:36.630Z,33.6295,-116.6873333,12.31,0.36,ml,19,64,0.04089,0.09,ci,ci38352560,2018-11-07T18:17:57.000Z,"8km N of Anza, CA",earthquake,0.2,0.37,0.263,6,reviewed,ci,ci
2018-11-07T08:52:58.420Z,61.8569,-157.6961,0,2,ml,,,,1.11,ak,ak20334254,2018-11-07T08:59:06.699Z,"115km ESE of Holy Cross, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-07T08:50:30.610Z,51.8168333,-178.7428333,6.71,0.5,ml,5,273,0.02228,0.12,av,av61813511,2018-11-07T21:19:08.440Z,"42km W of Tanaga Volcano, Alaska",earthquake,2,0.69,0.111,5,reviewed,av,av
2018-11-07T08:50:02.060Z,33.503,-116.7811667,3.52,0.39,ml,20,59,0.01855,0.15,ci,ci38352544,2018-11-07T14:08:18.410Z,"10km NE of Aguanga, CA",earthquake,0.24,0.56,0.078,10,reviewed,ci,ci
2018-11-07T08:40:53.370Z,58.1928333,-155.0435,1.37,-0.18,ml,6,277,0.09018,0.16,av,av70810204,2018-11-07T21:29:09.350Z,"96km NW of Larsen Bay, Alaska",earthquake,0.82,2.27,0.084,5,reviewed,av,av
2018-11-07T08:40:48.020Z,36.6855,-121.3196667,5.02,1.68,md,36,63,0.0746,0.07,nc,nc73107871,2018-11-08T02:30:02.752Z,"12km S of Tres Pinos, CA",earthquake,0.21,0.84,0.277,35,reviewed,nc,nc
2018-11-07T08:23:41.260Z,46.8743333,-112.5255,16.11,0.65,ml,8,106,0.121,0.04,mb,mb80322449,2018-11-07T22:40:09.560Z,"14km SE of Lincoln, Montana",earthquake,0.26,0.84,0.034,2,reviewed,mb,mb
2018-11-07T08:15:29.920Z,59.3583333,-153.418,0.78,0.65,ml,7,180,0.009823,0.26,av,av61813496,2018-11-07T21:23:18.680Z,"95km ESE of Old Iliamna, Alaska",earthquake,0.42,0.83,0.091,5,reviewed,av,av
2018-11-07T08:06:24.830Z,19.1755,-155.478,32.19,1.71,md,25,80,0.02499,0.1,hv,hv70677301,2018-11-07T19:59:57.270Z,"3km S of Pahala, Hawaii",earthquake,0.69,0.96,0.039,18,reviewed,hv,hv
2018-11-07T08:05:06.540Z,33.5251667,-116.5583333,11.8,0.41,ml,24,65,0.03951,0.14,ci,ci38352536,2018-11-07T18:24:21.035Z,"11km ESE of Anza, CA",earthquake,0.22,0.36,0.11,10,reviewed,ci,ci
2018-11-07T08:03:03.520Z,36.1671667,-120.1203333,8.78,1.73,md,27,183,0.1063,0.07,nc,nc73107861,2018-11-08T02:19:02.690Z,"4km SSW of Huron, CA",earthquake,0.72,0.66,0.192,12,reviewed,nc,nc
